"","Entity","Code","Year","Fertilizer","Fertilizer_Unit","Yield_Cereal","Yield_Unit","Population","continent"
"57","Afghanistan","AFG",2002,3.40336025," (kg per hectare)",1669.8," (kg per hectare)",24639841,"Asia"
"58","Afghanistan","AFG",2003,3.275090067," (kg per hectare)",1458," (kg per hectare)",25678639,"Asia"
"59","Afghanistan","AFG",2004,4.535568066," (kg per hectare)",1334.8," (kg per hectare)",26693486,"Asia"
"60","Afghanistan","AFG",2005,4.240358744," (kg per hectare)",1790.4," (kg per hectare)",27614718,"Asia"
"61","Afghanistan","AFG",2006,6.290993072," (kg per hectare)",1551.7," (kg per hectare)",28420974,"Asia"
"62","Afghanistan","AFG",2007,3.618809341," (kg per hectare)",1915.3," (kg per hectare)",29145841,"Asia"
"63","Afghanistan","AFG",2008,2.988067744," (kg per hectare)",1455.4," (kg per hectare)",29839994,"Asia"
"64","Afghanistan","AFG",2009,4.521493648," (kg per hectare)",2040.7," (kg per hectare)",30577756,"Asia"
"65","Afghanistan","AFG",2010,4.254972411," (kg per hectare)",2011.1," (kg per hectare)",31411743,"Asia"
"66","Afghanistan","AFG",2011,6.610062893," (kg per hectare)",1659.9," (kg per hectare)",32358260,"Asia"
"67","Afghanistan","AFG",2012,28.06564827," (kg per hectare)",2029.6," (kg per hectare)",33397058,"Asia"
"68","Afghanistan","AFG",2013,14.87932434," (kg per hectare)",2048.5," (kg per hectare)",34499915,"Asia"
"163","Albania","ALB",2002,97.18512111," (kg per hectare)",3291.9," (kg per hectare)",3089778,"Europe"
"164","Albania","ALB",2003,98.93252595," (kg per hectare)",3185.7," (kg per hectare)",3106701,"Europe"
"165","Albania","ALB",2004,100.5986159," (kg per hectare)",3466.3," (kg per hectare)",3124861,"Europe"
"166","Albania","ALB",2005,111.5966543," (kg per hectare)",3462.1," (kg per hectare)",3141800,"Europe"
"167","Albania","ALB",2006,85.09246575," (kg per hectare)",3602.6," (kg per hectare)",3156607,"Europe"
"168","Albania","ALB",2007,87.16782007," (kg per hectare)",3728.4," (kg per hectare)",3169665,"Europe"
"169","Albania","ALB",2008,75.87704918," (kg per hectare)",4081.2," (kg per hectare)",3181397,"Europe"
"170","Albania","ALB",2009,89.38587849," (kg per hectare)",4315.3," (kg per hectare)",3192723,"Europe"
"171","Albania","ALB",2010,97.32268371," (kg per hectare)",4761.8," (kg per hectare)",3204284,"Europe"
"172","Albania","ALB",2011,97.13665595," (kg per hectare)",4750.7," (kg per hectare)",3215988,"Europe"
"173","Albania","ALB",2012,92.77176547," (kg per hectare)",4883.8," (kg per hectare)",3227373,"Europe"
"174","Albania","ALB",2013,87.47690812," (kg per hectare)",4949.8," (kg per hectare)",3238316,"Europe"
"235","Algeria","DZA",2002,9.641579436," (kg per hectare)",1058.6," (kg per hectare)",31441848,"Africa"
"236","Algeria","DZA",2003,6.001172755," (kg per hectare)",1470.3," (kg per hectare)",31913462,"Africa"
"237","Algeria","DZA",2004,25.09515548," (kg per hectare)",1344.1," (kg per hectare)",32396048,"Africa"
"238","Algeria","DZA",2005,7.429902809," (kg per hectare)",1500.8," (kg per hectare)",32888449,"Africa"
"239","Algeria","DZA",2006,13.2626506," (kg per hectare)",1503.7," (kg per hectare)",33391954,"Africa"
"240","Algeria","DZA",2007,14.96157451," (kg per hectare)",1253.4," (kg per hectare)",33906605,"Africa"
"241","Algeria","DZA",2008,8.576712512," (kg per hectare)",1034," (kg per hectare)",34428028,"Africa"
"242","Algeria","DZA",2009,13.98665421," (kg per hectare)",1653.9," (kg per hectare)",34950168,"Africa"
"243","Algeria","DZA",2010,19.48147161," (kg per hectare)",1474.3," (kg per hectare)",35468208,"Africa"
"244","Algeria","DZA",2011,17.48507065," (kg per hectare)",1643.3," (kg per hectare)",35980193,"Africa"
"245","Algeria","DZA",2012,19.40016119," (kg per hectare)",1677.6," (kg per hectare)",36485828,"Africa"
"246","Algeria","DZA",2013,19.66367093," (kg per hectare)",1813.1," (kg per hectare)",36983924,"Africa"
"443","Angola","AGO",2002,1.659032258," (kg per hectare)",627.2," (kg per hectare)",14890474,"Africa"
"444","Angola","AGO",2003,1.788787879," (kg per hectare)",646.1," (kg per hectare)",15419943,"Africa"
"445","Angola","AGO",2004,4.501515152," (kg per hectare)",491.7," (kg per hectare)",15957460,"Africa"
"446","Angola","AGO",2005,2.260606061," (kg per hectare)",583.4," (kg per hectare)",16489021,"Africa"
"447","Angola","AGO",2006,3.66," (kg per hectare)",445.9," (kg per hectare)",17010366,"Africa"
"448","Angola","AGO",2007,3.305," (kg per hectare)",464.3," (kg per hectare)",17525367,"Africa"
"449","Angola","AGO",2008,8.258823529," (kg per hectare)",652.7," (kg per hectare)",18037964,"Africa"
"450","Angola","AGO",2009,5.47225," (kg per hectare)",571.4," (kg per hectare)",18555115,"Africa"
"451","Angola","AGO",2010,8.43," (kg per hectare)",629.3," (kg per hectare)",19081912,"Africa"
"452","Angola","AGO",2011,11.98382979," (kg per hectare)",662.4," (kg per hectare)",19618432,"Africa"
"453","Angola","AGO",2012,8.876048936," (kg per hectare)",552," (kg per hectare)",20162517,"Africa"
"454","Angola","AGO",2013,9.263957143," (kg per hectare)",814.3," (kg per hectare)",20714494,"Africa"
"586","Antigua and Barbuda","ATG",2002,13," (kg per hectare)",1562.5," (kg per hectare)",80507,"Americas"
"587","Antigua and Barbuda","ATG",2003,27.25," (kg per hectare)",1571.4," (kg per hectare)",81716,"Americas"
"588","Antigua and Barbuda","ATG",2004,7.5," (kg per hectare)",1578.9," (kg per hectare)",82838,"Americas"
"589","Antigua and Barbuda","ATG",2005,6," (kg per hectare)",1598.3," (kg per hectare)",83916,"Americas"
"590","Antigua and Barbuda","ATG",2006,4.5," (kg per hectare)",1625," (kg per hectare)",84952,"Americas"
"591","Antigua and Barbuda","ATG",2007,0.5," (kg per hectare)",1602.6," (kg per hectare)",85935,"Americas"
"592","Antigua and Barbuda","ATG",2008,3.5," (kg per hectare)",1619," (kg per hectare)",86881,"Americas"
"593","Antigua and Barbuda","ATG",2009,13.25," (kg per hectare)",1591.9," (kg per hectare)",87802,"Americas"
"594","Antigua and Barbuda","ATG",2010,3," (kg per hectare)",1588.9," (kg per hectare)",88710,"Americas"
"595","Antigua and Barbuda","ATG",2011,3.25," (kg per hectare)",1601.7," (kg per hectare)",89612,"Americas"
"596","Antigua and Barbuda","ATG",2012,9.8475," (kg per hectare)",1599.9," (kg per hectare)",90510,"Americas"
"597","Antigua and Barbuda","ATG",2013,12.53," (kg per hectare)",1598," (kg per hectare)",91404,"Americas"
"764","Argentina","ARG",2002,30.2339387," (kg per hectare)",3282.3," (kg per hectare)",37657340,"Americas"
"765","Argentina","ARG",2003,41.84670629," (kg per hectare)",3318.8," (kg per hectare)",38001251,"Americas"
"766","Argentina","ARG",2004,45.30911454," (kg per hectare)",3649.7," (kg per hectare)",38340778,"Americas"
"767","Argentina","ARG",2005,36.40231021," (kg per hectare)",4110.7," (kg per hectare)",38681174,"Americas"
"768","Argentina","ARG",2006,41.41125839," (kg per hectare)",3718," (kg per hectare)",39023850,"Americas"
"769","Argentina","ARG",2007,49.25671781," (kg per hectare)",4274.7," (kg per hectare)",39368066,"Americas"
"770","Argentina","ARG",2008,35.21496838," (kg per hectare)",4102.1," (kg per hectare)",39714298,"Americas"
"771","Argentina","ARG",2009,22.98477779," (kg per hectare)",3267.3," (kg per hectare)",40062470,"Americas"
"772","Argentina","ARG",2010,39.18080093," (kg per hectare)",4848.6," (kg per hectare)",40412376,"Americas"
"773","Argentina","ARG",2011,41.71741317," (kg per hectare)",4612.1," (kg per hectare)",40764561,"Americas"
"774","Argentina","ARG",2012,34.52643759," (kg per hectare)",4146.2," (kg per hectare)",41118986,"Americas"
"775","Argentina","ARG",2013,35.97135948," (kg per hectare)",4796.8," (kg per hectare)",41473982,"Americas"
"833","Armenia","ARM",2002,34.52307692," (kg per hectare)",2204.7," (kg per hectare)",3061067,"Asia"
"834","Armenia","ARM",2003,22.9978022," (kg per hectare)",1567.1," (kg per hectare)",3060554,"Asia"
"835","Armenia","ARM",2004,31.65054945," (kg per hectare)",2280.8," (kg per hectare)",3062612,"Asia"
"836","Armenia","ARM",2005,22.69230769," (kg per hectare)",1938.7," (kg per hectare)",3065954,"Asia"
"837","Armenia","ARM",2006,27.8449989," (kg per hectare)",1323.9," (kg per hectare)",3069844,"Asia"
"838","Armenia","ARM",2007,15.33289095," (kg per hectare)",2592.6," (kg per hectare)",3074181,"Asia"
"839","Armenia","ARM",2008,18.15053286," (kg per hectare)",2405," (kg per hectare)",3079087,"Asia"
"840","Armenia","ARM",2009,29.66622163," (kg per hectare)",2250.3," (kg per hectare)",3084979,"Asia"
"841","Armenia","ARM",2010,24.20289855," (kg per hectare)",2068.2," (kg per hectare)",3092072,"Asia"
"842","Armenia","ARM",2011,27.36865539," (kg per hectare)",2789," (kg per hectare)",3100236,"Asia"
"843","Armenia","ARM",2012,41.58458965," (kg per hectare)",2650.5," (kg per hectare)",3108972,"Asia"
"844","Armenia","ARM",2013,46.68966979," (kg per hectare)",3072.5," (kg per hectare)",3117722,"Asia"
"1098","Australia","AUS",2002,47.57003285," (kg per hectare)",2197.5," (kg per hectare)",19604051,"Oceania"
"1099","Australia","AUS",2003,46.20960884," (kg per hectare)",1020.7," (kg per hectare)",19840120,"Oceania"
"1100","Australia","AUS",2004,50.93940473," (kg per hectare)",2116.3," (kg per hectare)",20103822,"Oceania"
"1101","Australia","AUS",2005,44.85445933," (kg per hectare)",1694.6," (kg per hectare)",20403520,"Oceania"
"1102","Australia","AUS",2006,43.46012784," (kg per hectare)",2111.7," (kg per hectare)",20744295,"Oceania"
"1103","Australia","AUS",2007,46.81468056," (kg per hectare)",981.3," (kg per hectare)",21119988,"Oceania"
"1104","Australia","AUS",2008,42.60442484," (kg per hectare)",1332.7," (kg per hectare)",21513817,"Oceania"
"1105","Australia","AUS",2009,36.25043844," (kg per hectare)",1651.2," (kg per hectare)",21902300,"Oceania"
"1106","Australia","AUS",2010,46.31648186," (kg per hectare)",1660.9," (kg per hectare)",22268384,"Oceania"
"1107","Australia","AUS",2011,45.27874491," (kg per hectare)",2097.1," (kg per hectare)",22605732,"Oceania"
"1108","Australia","AUS",2012,46.61972279," (kg per hectare)",2231.6," (kg per hectare)",22918688,"Oceania"
"1109","Australia","AUS",2013,49.20000433," (kg per hectare)",1936," (kg per hectare)",23213944,"Oceania"
"1297","Austria","AUT",2002,234.0238267," (kg per hectare)",5831," (kg per hectare)",8083059,"Europe"
"1298","Austria","AUT",2003,297.138468," (kg per hectare)",5255.4," (kg per hectare)",8134235,"Europe"
"1299","Austria","AUT",2004,131.3427101," (kg per hectare)",6495.5," (kg per hectare)",8185553,"Europe"
"1300","Austria","AUT",2005,135.7159412," (kg per hectare)",6133.1," (kg per hectare)",8232196,"Europe"
"1301","Austria","AUT",2006,130.6992448," (kg per hectare)",5721.8," (kg per hectare)",8273208,"Europe"
"1302","Austria","AUT",2007,110.2667151," (kg per hectare)",5844.1," (kg per hectare)",8309783,"Europe"
"1303","Austria","AUT",2008,110.0452885," (kg per hectare)",6807.3," (kg per hectare)",8341806,"Europe"
"1304","Austria","AUT",2009,83.40626372," (kg per hectare)",6149.5," (kg per hectare)",8369639,"Europe"
"1305","Austria","AUT",2010,108.4873149," (kg per hectare)",5903.1," (kg per hectare)",8393644,"Europe"
"1306","Austria","AUT",2011,103.3892321," (kg per hectare)",7056.7," (kg per hectare)",8413429,"Europe"
"1307","Austria","AUT",2012,125.4519962," (kg per hectare)",6002.9," (kg per hectare)",8428915,"Europe"
"1308","Austria","AUT",2013,135.6104587," (kg per hectare)",5847," (kg per hectare)",8441263,"Europe"
"1366","Azerbaijan","AZE",2002,10.43378871," (kg per hectare)",2623.2," (kg per hectare)",8280252,"Asia"
"1367","Azerbaijan","AZE",2003,7.642099538," (kg per hectare)",2604.1," (kg per hectare)",8376733,"Asia"
"1368","Azerbaijan","AZE",2004,11.9747922," (kg per hectare)",2588.8," (kg per hectare)",8479668,"Asia"
"1369","Azerbaijan","AZE",2005,13.36046007," (kg per hectare)",2593.1," (kg per hectare)",8587902,"Asia"
"1370","Azerbaijan","AZE",2006,13.33894531," (kg per hectare)",2599.3," (kg per hectare)",8701719,"Asia"
"1371","Azerbaijan","AZE",2007,10.63754045," (kg per hectare)",2667.4," (kg per hectare)",8821012,"Asia"
"1372","Azerbaijan","AZE",2008,20.9375336," (kg per hectare)",2741.5," (kg per hectare)",8943600,"Asia"
"1373","Azerbaijan","AZE",2009,13.41141942," (kg per hectare)",2606.7," (kg per hectare)",9066604,"Asia"
"1374","Azerbaijan","AZE",2010,9.954885622," (kg per hectare)",2020.6," (kg per hectare)",9187783,"Asia"
"1375","Azerbaijan","AZE",2011,15.57458769," (kg per hectare)",2484.4," (kg per hectare)",9306023,"Asia"
"1376","Azerbaijan","AZE",2012,19.07650253," (kg per hectare)",2659.7," (kg per hectare)",9421233,"Asia"
"1377","Azerbaijan","AZE",2013,19.9624526," (kg per hectare)",2692.3," (kg per hectare)",9533445,"Asia"
"1455","Bahamas","BHS",2012,155.0975," (kg per hectare)",7340.4," (kg per hectare)",351275,"Americas"
"1456","Bahamas","BHS",2013,134.5525," (kg per hectare)",7446.5," (kg per hectare)",355233,"Americas"
"1590","Bangladesh","BGD",2002,188.6391615," (kg per hectare)",3395," (kg per hectare)",134266428,"Asia"
"1591","Bangladesh","BGD",2003,160.2668935," (kg per hectare)",3479.3," (kg per hectare)",136514768,"Asia"
"1592","Bangladesh","BGD",2004,170.6713742," (kg per hectare)",3439.4," (kg per hectare)",138633401,"Asia"
"1593","Bangladesh","BGD",2005,197.7487043," (kg per hectare)",3681.6," (kg per hectare)",140587922,"Asia"
"1594","Bangladesh","BGD",2006,193.1901015," (kg per hectare)",3761.4," (kg per hectare)",142353501,"Asia"
"1595","Bangladesh","BGD",2007,184.4110798," (kg per hectare)",4020.9," (kg per hectare)",143956805,"Asia"
"1596","Bangladesh","BGD",2008,200.0640779," (kg per hectare)",4102.5," (kg per hectare)",145478300,"Asia"
"1597","Bangladesh","BGD",2009,188.8528733," (kg per hectare)",4176," (kg per hectare)",147030145,"Asia"
"1598","Bangladesh","BGD",2010,212.9639327," (kg per hectare)",4288.3," (kg per hectare)",148692131,"Asia"
"1599","Bangladesh","BGD",2011,255.764522," (kg per hectare)",4351," (kg per hectare)",150493658,"Asia"
"1600","Bangladesh","BGD",2012,260.4432855," (kg per hectare)",4400.4," (kg per hectare)",152408774,"Asia"
"1601","Bangladesh","BGD",2013,254.6001563," (kg per hectare)",4512.7," (kg per hectare)",154393847,"Asia"
"1668","Barbados","BRB",2002,45.85714286," (kg per hectare)",2626.5," (kg per hectare)",268813,"Americas"
"1669","Barbados","BRB",2003,79.71428571," (kg per hectare)",2630," (kg per hectare)",269389,"Americas"
"1670","Barbados","BRB",2004,214.2307692," (kg per hectare)",2659.6," (kg per hectare)",269947,"Americas"
"1671","Barbados","BRB",2005,109.0769231," (kg per hectare)",2736.8," (kg per hectare)",270503,"Americas"
"1672","Barbados","BRB",2006,139," (kg per hectare)",2700," (kg per hectare)",271062,"Americas"
"1673","Barbados","BRB",2007,133.6153846," (kg per hectare)",2666.7," (kg per hectare)",271618,"Americas"
"1674","Barbados","BRB",2008,135.1538462," (kg per hectare)",2740.4," (kg per hectare)",272180,"Americas"
"1675","Barbados","BRB",2009,77," (kg per hectare)",2824.7," (kg per hectare)",272750,"Americas"
"1676","Barbados","BRB",2010,135.0833333," (kg per hectare)",2879.4," (kg per hectare)",273331,"Americas"
"1677","Barbados","BRB",2011,96.27272727," (kg per hectare)",2983.8," (kg per hectare)",273925,"Americas"
"1678","Barbados","BRB",2012,181.3836364," (kg per hectare)",3200," (kg per hectare)",274530,"Americas"
"1679","Barbados","BRB",2013,115.3545455," (kg per hectare)",2833.3," (kg per hectare)",275141,"Americas"
"1737","Belarus","BLR",2002,135.9864672," (kg per hectare)",2475.4," (kg per hectare)",9963383,"Europe"
"1738","Belarus","BLR",2003,135.6257856," (kg per hectare)",2430.5," (kg per hectare)",9917927,"Europe"
"1739","Belarus","BLR",2004,146.9178082," (kg per hectare)",2983.4," (kg per hectare)",9872110,"Europe"
"1740","Belarus","BLR",2005,167.7011909," (kg per hectare)",2846.3," (kg per hectare)",9825102,"Europe"
"1741","Belarus","BLR",2006,231.967509," (kg per hectare)",2548.9," (kg per hectare)",9776823,"Europe"
"1742","Belarus","BLR",2007,218.3547744," (kg per hectare)",2879.6," (kg per hectare)",9728228,"Europe"
"1743","Belarus","BLR",2008,237.4184191," (kg per hectare)",3548.3," (kg per hectare)",9680690,"Europe"
"1744","Belarus","BLR",2009,281.1147186," (kg per hectare)",3366.9," (kg per hectare)",9636016,"Europe"
"1745","Belarus","BLR",2010,270.4607046," (kg per hectare)",2807.7," (kg per hectare)",9595421,"Europe"
"1746","Belarus","BLR",2011,303.8885874," (kg per hectare)",3240.7," (kg per hectare)",9559441,"Europe"
"1747","Belarus","BLR",2012,271.386092," (kg per hectare)",3478," (kg per hectare)",9527498,"Europe"
"1748","Belarus","BLR",2013,255.6669776," (kg per hectare)",3007.8," (kg per hectare)",9498290,"Europe"
"1936","Belgium","BEL",2002,327.8918269," (kg per hectare)",8500.9," (kg per hectare)",10254025,"Europe"
"1937","Belgium","BEL",2003,313.8371257," (kg per hectare)",8530.7," (kg per hectare)",10303108,"Europe"
"1938","Belgium","BEL",2004,339.8559524," (kg per hectare)",9184.9," (kg per hectare)",10356993,"Europe"
"1939","Belgium","BEL",2005,329.143535," (kg per hectare)",8649.5," (kg per hectare)",10414209,"Europe"
"1940","Belgium","BEL",2006,316.4524941," (kg per hectare)",8373.3," (kg per hectare)",10474993,"Europe"
"1941","Belgium","BEL",2007,316.3933254," (kg per hectare)",8637.7," (kg per hectare)",10538758,"Europe"
"1942","Belgium","BEL",2008,328.9123223," (kg per hectare)",8885.8," (kg per hectare)",10602167,"Europe"
"1943","Belgium","BEL",2009,246.25," (kg per hectare)",9710," (kg per hectare)",10660938,"Europe"
"1944","Belgium","BEL",2010,279.1702638," (kg per hectare)",9348.1," (kg per hectare)",10712066,"Europe"
"1945","Belgium","BEL",2011,286.1963636," (kg per hectare)",9009," (kg per hectare)",10754056,"Europe"
"1946","Belgium","BEL",2012,294.0373599," (kg per hectare)",8666.3," (kg per hectare)",10787788,"Europe"
"1947","Belgium","BEL",2013,286.6139706," (kg per hectare)",9212.5," (kg per hectare)",10815599,"Europe"
"2014","Belize","BLZ",2002,367.7285714," (kg per hectare)",2448.9," (kg per hectare)",262667,"Americas"
"2015","Belize","BLZ",2003,382.3714286," (kg per hectare)",2851.8," (kg per hectare)",268760,"Americas"
"2016","Belize","BLZ",2004,78.65714286," (kg per hectare)",2365.7," (kg per hectare)",274855,"Americas"
"2017","Belize","BLZ",2005,81," (kg per hectare)",2869.5," (kg per hectare)",280947,"Americas"
"2018","Belize","BLZ",2006,89.25714286," (kg per hectare)",2672.3," (kg per hectare)",287035,"Americas"
"2019","Belize","BLZ",2007,60.87142857," (kg per hectare)",2939.5," (kg per hectare)",293124,"Americas"
"2020","Belize","BLZ",2008,49.75714286," (kg per hectare)",2427.2," (kg per hectare)",299237,"Americas"
"2021","Belize","BLZ",2009,121.4383562," (kg per hectare)",2686.5," (kg per hectare)",305398,"Americas"
"2022","Belize","BLZ",2010,58.01333333," (kg per hectare)",3223.4," (kg per hectare)",311627,"Americas"
"2023","Belize","BLZ",2011,234.7066667," (kg per hectare)",3155.5," (kg per hectare)",317928,"Americas"
"2024","Belize","BLZ",2012,140.0705128," (kg per hectare)",3451.1," (kg per hectare)",324292,"Americas"
"2025","Belize","BLZ",2013,176.499359," (kg per hectare)",3615.6," (kg per hectare)",330721,"Americas"
"2083","Benin","BEN",2002,16.36666667," (kg per hectare)",1131.1," (kg per hectare)",6937985,"Africa"
"2084","Benin","BEN",2003,0.802264151," (kg per hectare)",1148.7," (kg per hectare)",7164976,"Africa"
"2085","Benin","BEN",2004,0.052727273," (kg per hectare)",1146," (kg per hectare)",7397985,"Africa"
"2086","Benin","BEN",2005,0.454074074," (kg per hectare)",1136.4," (kg per hectare)",7633757,"Africa"
"2087","Benin","BEN",2006,0.0132," (kg per hectare)",1190.5," (kg per hectare)",7871707,"Africa"
"2088","Benin","BEN",2007,0.2456," (kg per hectare)",1286," (kg per hectare)",8112573,"Africa"
"2089","Benin","BEN",2008,0.308076923," (kg per hectare)",1158.7," (kg per hectare)",8355980,"Africa"
"2090","Benin","BEN",2009,6.67755102," (kg per hectare)",1423.5," (kg per hectare)",8601771,"Africa"
"2091","Benin","BEN",2010,8.99015748," (kg per hectare)",1200.6," (kg per hectare)",8849892,"Africa"
"2092","Benin","BEN",2011,4.302325581," (kg per hectare)",1517.8," (kg per hectare)",9099922,"Africa"
"2093","Benin","BEN",2012,9.909292593," (kg per hectare)",1373.2," (kg per hectare)",9351838,"Africa"
"2094","Benin","BEN",2013,5.002277778," (kg per hectare)",1479.6," (kg per hectare)",9606534,"Africa"
"2232","Bhutan","BTN",2002,9.756756757," (kg per hectare)",1549," (kg per hectare)",606024,"Asia"
"2233","Bhutan","BTN",2003,9.891891892," (kg per hectare)",1791.3," (kg per hectare)",624431,"Asia"
"2234","Bhutan","BTN",2004,7.398734177," (kg per hectare)",2995.2," (kg per hectare)",642400,"Asia"
"2235","Bhutan","BTN",2005,7.556886228," (kg per hectare)",2334.9," (kg per hectare)",659293,"Asia"
"2236","Bhutan","BTN",2006,7.620621282," (kg per hectare)",2199.7," (kg per hectare)",674681,"Asia"
"2237","Bhutan","BTN",2007,9.009537784," (kg per hectare)",1999.2," (kg per hectare)",688581,"Asia"
"2238","Bhutan","BTN",2008,11.66," (kg per hectare)",2741.5," (kg per hectare)",701363,"Asia"
"2239","Bhutan","BTN",2009,23.96," (kg per hectare)",2160.4," (kg per hectare)",713665,"Asia"
"2240","Bhutan","BTN",2010,10.03976143," (kg per hectare)",2469.1," (kg per hectare)",725940,"Asia"
"2241","Bhutan","BTN",2011,13.05389222," (kg per hectare)",2801.7," (kg per hectare)",738267,"Asia"
"2242","Bhutan","BTN",2012,10.68802395," (kg per hectare)",2944.2," (kg per hectare)",750443,"Asia"
"2243","Bhutan","BTN",2013,15.18263473," (kg per hectare)",2941.7," (kg per hectare)",762313,"Asia"
"2353","Bolivia","BOL",2002,4.042727273," (kg per hectare)",1712.4," (kg per hectare)",8646659,"Americas"
"2354","Bolivia","BOL",2003,3.675583381," (kg per hectare)",1963.3," (kg per hectare)",8815911,"Americas"
"2355","Bolivia","BOL",2004,5.064263761," (kg per hectare)",1618.7," (kg per hectare)",8982917,"Americas"
"2356","Bolivia","BOL",2005,6.472937467," (kg per hectare)",1927," (kg per hectare)",9146655,"Americas"
"2357","Bolivia","BOL",2006,3.963636364," (kg per hectare)",2100.1," (kg per hectare)",9306660,"Americas"
"2358","Bolivia","BOL",2007,5.88731719," (kg per hectare)",1763.3," (kg per hectare)",9463497,"Americas"
"2359","Bolivia","BOL",2008,4.708860759," (kg per hectare)",2016.4," (kg per hectare)",9618466,"Americas"
"2360","Bolivia","BOL",2009,5.155365963," (kg per hectare)",2346," (kg per hectare)",9773441,"Americas"
"2361","Bolivia","BOL",2010,7.255527112," (kg per hectare)",2267.3," (kg per hectare)",9929849,"Americas"
"2362","Bolivia","BOL",2011,8.017058552," (kg per hectare)",2045.3," (kg per hectare)",10088108,"Americas"
"2363","Bolivia","BOL",2012,8.052715823," (kg per hectare)",2113.2," (kg per hectare)",10248042,"Americas"
"2364","Bolivia","BOL",2013,9.962859418," (kg per hectare)",1717.9," (kg per hectare)",10409761,"Americas"
"2422","Bosnia and Herzegovina","BIH",2002,32.69809428," (kg per hectare)",3828.2," (kg per hectare)",3775883,"Europe"
"2423","Bosnia and Herzegovina","BIH",2003,17.65683382," (kg per hectare)",2521.6," (kg per hectare)",3782717,"Europe"
"2424","Bosnia and Herzegovina","BIH",2004,58.442607," (kg per hectare)",4433.5," (kg per hectare)",3781358,"Europe"
"2425","Bosnia and Herzegovina","BIH",2005,24.63707317," (kg per hectare)",4253.3," (kg per hectare)",3781001,"Europe"
"2426","Bosnia and Herzegovina","BIH",2006,15.48393379," (kg per hectare)",4290.8," (kg per hectare)",3781588,"Europe"
"2427","Bosnia and Herzegovina","BIH",2007,21.30039139," (kg per hectare)",3223.2," (kg per hectare)",3779034,"Europe"
"2428","Bosnia and Herzegovina","BIH",2008,11.87103175," (kg per hectare)",4427.1," (kg per hectare)",3774164,"Europe"
"2429","Bosnia and Herzegovina","BIH",2009,72.71213641," (kg per hectare)",4503.1," (kg per hectare)",3767683,"Europe"
"2430","Bosnia and Herzegovina","BIH",2010,81.52988048," (kg per hectare)",3853," (kg per hectare)",3760149,"Europe"
"2431","Bosnia and Herzegovina","BIH",2011,103.3781095," (kg per hectare)",3724.9," (kg per hectare)",3752228,"Europe"
"2432","Bosnia and Herzegovina","BIH",2012,120.7439781," (kg per hectare)",3000.6," (kg per hectare)",3744235,"Europe"
"2433","Bosnia and Herzegovina","BIH",2013,101.5346931," (kg per hectare)",4026.9," (kg per hectare)",3735880,"Europe"
"2502","Botswana","BWA",2009,48.60443038," (kg per hectare)",363.9," (kg per hectare)",1981576,"Africa"
"2503","Botswana","BWA",2010,83.12741313," (kg per hectare)",371.7," (kg per hectare)",2006945,"Africa"
"2504","Botswana","BWA",2011,29.67901235," (kg per hectare)",452.3," (kg per hectare)",2030738,"Africa"
"2505","Botswana","BWA",2012,54.83508772," (kg per hectare)",367.2," (kg per hectare)",2053237,"Africa"
"2506","Botswana","BWA",2013,81.3898917," (kg per hectare)",217.6," (kg per hectare)",2074616,"Africa"
"2646","Brazil","BRA",2002,120.8408396," (kg per hectare)",2844.8," (kg per hectare)",179289227,"Americas"
"2647","Brazil","BRA",2003,152.3052418," (kg per hectare)",3385.3," (kg per hectare)",181633074,"Americas"
"2648","Brazil","BRA",2004,150.9459511," (kg per hectare)",3131.8," (kg per hectare)",183873377,"Americas"
"2649","Brazil","BRA",2005,120.1003514," (kg per hectare)",2882.6," (kg per hectare)",185986964,"Americas"
"2650","Brazil","BRA",2006,124.0318675," (kg per hectare)",3210.5," (kg per hectare)",187958211,"Americas"
"2651","Brazil","BRA",2007,165.1697374," (kg per hectare)",3553.1," (kg per hectare)",189798070,"Americas"
"2652","Brazil","BRA",2008,141.838605," (kg per hectare)",3831.2," (kg per hectare)",191543237,"Americas"
"2653","Brazil","BRA",2009,118.2567433," (kg per hectare)",3532," (kg per hectare)",193246610,"Americas"
"2654","Brazil","BRA",2010,156.1898725," (kg per hectare)",4040.6," (kg per hectare)",194946470,"Americas"
"2655","Brazil","BRA",2011,183.014805," (kg per hectare)",4037.5," (kg per hectare)",196655014,"Americas"
"2656","Brazil","BRA",2012,177.579044," (kg per hectare)",4584.5," (kg per hectare)",198360943,"Americas"
"2657","Brazil","BRA",2013,175.6601467," (kg per hectare)",4826.4," (kg per hectare)",200050487,"Americas"
"2793","Brunei","BRN",2002,336," (kg per hectare)",729.4," (kg per hectare)",341585,"Asia"
"2794","Brunei","BRN",2003,102," (kg per hectare)",792.8," (kg per hectare)",348771,"Asia"
"2795","Brunei","BRN",2004,151.5," (kg per hectare)",819," (kg per hectare)",355943,"Asia"
"2796","Brunei","BRN",2005,308.5," (kg per hectare)",872.8," (kg per hectare)",363123,"Asia"
"2797","Brunei","BRN",2006,66," (kg per hectare)",809.1," (kg per hectare)",370317,"Asia"
"2798","Brunei","BRN",2007,377," (kg per hectare)",725.5," (kg per hectare)",377513,"Asia"
"2799","Brunei","BRN",2008,112.6666667," (kg per hectare)",700.8," (kg per hectare)",384695,"Asia"
"2800","Brunei","BRN",2009,103," (kg per hectare)",514.7," (kg per hectare)",391837,"Asia"
