"","Entity","Code","Year","Fertilizer","Fertilizer_Unit","Yield_Cereal","Yield_Unit","Population","continent"
"5003","Czech Republic","CZE",2009,88.51698113," (kg per hectare)",5074," (kg per hectare)",10439735,"Europe"
"5004","Czech Republic","CZE",2010,95.84578997," (kg per hectare)",4695.9," (kg per hectare)",10492960,"Europe"
"5005","Czech Republic","CZE",2011,100.5764855," (kg per hectare)",5592.7," (kg per hectare)",10534293,"Europe"
"5006","Czech Republic","CZE",2012,127.6651885," (kg per hectare)",4529.5," (kg per hectare)",10565678,"Europe"
"5007","Czech Republic","CZE",2013,128.2530962," (kg per hectare)",5309.4," (kg per hectare)",10589806,"Europe"
"5066","Democratic Republic of Congo","COD",2003,0.275223881," (kg per hectare)",771.5," (kg per hectare)",54098245,"Africa"
"5067","Democratic Republic of Congo","COD",2004,0.208208955," (kg per hectare)",771.7," (kg per hectare)",55754885,"Africa"
"5068","Democratic Republic of Congo","COD",2005,0.067761194," (kg per hectare)",771.7," (kg per hectare)",57420522,"Africa"
"5069","Democratic Republic of Congo","COD",2006,0.454925373," (kg per hectare)",771.6," (kg per hectare)",59088415,"Africa"
"5070","Democratic Republic of Congo","COD",2007,0.634776119," (kg per hectare)",771.6," (kg per hectare)",60772175,"Africa"
"5071","Democratic Republic of Congo","COD",2008,0.940296296," (kg per hectare)",771.6," (kg per hectare)",62474901,"Africa"
"5072","Democratic Republic of Congo","COD",2009,0.797201767," (kg per hectare)",771.6," (kg per hectare)",64204304,"Africa"
"5073","Democratic Republic of Congo","COD",2010,1.104117647," (kg per hectare)",771.7," (kg per hectare)",65965795,"Africa"
"5074","Democratic Republic of Congo","COD",2011,1.010428571," (kg per hectare)",771.1," (kg per hectare)",67757577,"Africa"
"5075","Democratic Republic of Congo","COD",2012,0.737446479," (kg per hectare)",771.2," (kg per hectare)",69575394,"Africa"
"5076","Democratic Republic of Congo","COD",2013,1.424905634," (kg per hectare)",772.4," (kg per hectare)",71419669,"Africa"
"5264","Denmark","DNK",2002,97.55843585," (kg per hectare)",5761.8," (kg per hectare)",5370507,"Europe"
"5265","Denmark","DNK",2003,136.4002648," (kg per hectare)",6096.6," (kg per hectare)",5384487,"Europe"
"5266","Denmark","DNK",2004,144.7844866," (kg per hectare)",6013.1," (kg per hectare)",5400280,"Europe"
"5267","Denmark","DNK",2005,137.1170669," (kg per hectare)",6153.4," (kg per hectare)",5419444,"Europe"
"5268","Denmark","DNK",2006,138.5811674," (kg per hectare)",5778.4," (kg per hectare)",5442644,"Europe"
"5269","Denmark","DNK",2007,142.4119688," (kg per hectare)",5675.8," (kg per hectare)",5469130,"Europe"
"5270","Denmark","DNK",2008,147.6761032," (kg per hectare)",6017.4," (kg per hectare)",5497312,"Europe"
"5271","Denmark","DNK",2009,102.9181407," (kg per hectare)",6779," (kg per hectare)",5524874,"Europe"
"5272","Denmark","DNK",2010,113.7121024," (kg per hectare)",5875.9," (kg per hectare)",5550142,"Europe"
"5273","Denmark","DNK",2011,112.8487395," (kg per hectare)",5886.5," (kg per hectare)",5572594,"Europe"
"5274","Denmark","DNK",2012,107.1133168," (kg per hectare)",6309.7," (kg per hectare)",5592738,"Europe"
"5275","Denmark","DNK",2013,116.2601761," (kg per hectare)",6316.6," (kg per hectare)",5611187,"Europe"
"5411","Dominica","DMA",2002,86.6," (kg per hectare)",1364.6," (kg per hectare)",69301,"Americas"
"5412","Dominica","DMA",2003,148.2," (kg per hectare)",1333.3," (kg per hectare)",69200,"Americas"
"5413","Dominica","DMA",2004,198.6," (kg per hectare)",1378.5," (kg per hectare)",69087,"Americas"
"5414","Dominica","DMA",2005,207.8," (kg per hectare)",1357.1," (kg per hectare)",68925,"Americas"
"5415","Dominica","DMA",2006,134.2," (kg per hectare)",1405.7," (kg per hectare)",68700,"Americas"
"5416","Dominica","DMA",2007,276," (kg per hectare)",1448.3," (kg per hectare)",68434,"Americas"
"5417","Dominica","DMA",2008,44.6," (kg per hectare)",1438," (kg per hectare)",68159,"Americas"
"5418","Dominica","DMA",2009,58.16666667," (kg per hectare)",1437," (kg per hectare)",67922,"Americas"
"5419","Dominica","DMA",2010,52.16666667," (kg per hectare)",1416.7," (kg per hectare)",67757,"Americas"
"5420","Dominica","DMA",2011,150.1666667," (kg per hectare)",1400," (kg per hectare)",67675,"Americas"
"5421","Dominica","DMA",2012,84.825," (kg per hectare)",1666.7," (kg per hectare)",67665,"Americas"
"5422","Dominica","DMA",2013,122.6133333," (kg per hectare)",1666.7," (kg per hectare)",67702,"Americas"
"5532","Dominican Republic","DOM",2002,73.39309577," (kg per hectare)",4343.4," (kg per hectare)",8860760,"Americas"
"5533","Dominican Republic","DOM",2003,52.24268293," (kg per hectare)",4000.8," (kg per hectare)",8995398,"Americas"
"5534","Dominican Republic","DOM",2004,59.17317073," (kg per hectare)",3824.8," (kg per hectare)",9129965,"Americas"
"5535","Dominican Republic","DOM",2005,58.2402439," (kg per hectare)",3808.6," (kg per hectare)",9264267,"Americas"
"5536","Dominican Republic","DOM",2006,80.46707317," (kg per hectare)",4262.9," (kg per hectare)",9398285,"Americas"
"5537","Dominican Republic","DOM",2007,94.75731707," (kg per hectare)",4368.1," (kg per hectare)",9531954,"Americas"
"5538","Dominican Republic","DOM",2008,80.39875," (kg per hectare)",4468.8," (kg per hectare)",9664948,"Americas"
"5539","Dominican Republic","DOM",2009,80.56," (kg per hectare)",3954.3," (kg per hectare)",9796852,"Americas"
"5540","Dominican Republic","DOM",2010,107.00625," (kg per hectare)",4436," (kg per hectare)",9927320,"Americas"
"5541","Dominican Republic","DOM",2011,94.15625," (kg per hectare)",4605.6," (kg per hectare)",10056181,"Americas"
"5542","Dominican Republic","DOM",2012,74.46375," (kg per hectare)",3747.7," (kg per hectare)",10183339,"Americas"
"5543","Dominican Republic","DOM",2013,79.7825," (kg per hectare)",4031.5," (kg per hectare)",10308609,"Americas"
"5877","Ecuador","ECU",2002,167.6220588," (kg per hectare)",2434.6," (kg per hectare)",12767415,"Americas"
"5878","Ecuador","ECU",2003,156.8221709," (kg per hectare)",2617.3," (kg per hectare)",12987992,"Americas"
"5879","Ecuador","ECU",2004,217.5293657," (kg per hectare)",2922.2," (kg per hectare)",13208869,"Americas"
"5880","Ecuador","ECU",2005,150.8294753," (kg per hectare)",2841.6," (kg per hectare)",13426402,"Americas"
"5881","Ecuador","ECU",2006,207.7899432," (kg per hectare)",2830," (kg per hectare)",13639708,"Americas"
"5882","Ecuador","ECU",2007,199.1062762," (kg per hectare)",3144," (kg per hectare)",13849721,"Americas"
"5883","Ecuador","ECU",2008,214.1197411," (kg per hectare)",2980.3," (kg per hectare)",14056740,"Americas"
"5884","Ecuador","ECU",2009,187.2786393," (kg per hectare)",2965.5," (kg per hectare)",14261566,"Americas"
"5885","Ecuador","ECU",2010,252.070971," (kg per hectare)",3104.8," (kg per hectare)",14464739,"Americas"
"5886","Ecuador","ECU",2011,275.355196," (kg per hectare)",2604.7," (kg per hectare)",14666055,"Americas"
"5887","Ecuador","ECU",2012,254.7435404," (kg per hectare)",3257.2," (kg per hectare)",14864987,"Americas"
"5888","Ecuador","ECU",2013,236.1709883," (kg per hectare)",2909," (kg per hectare)",15061398,"Americas"
"5949","Egypt","EGY",2002,432.5326975," (kg per hectare)",7445.6," (kg per hectare)",70174632,"Africa"
"5950","Egypt","EGY",2003,627.7505162," (kg per hectare)",7515.4," (kg per hectare)",71498433,"Africa"
"5951","Egypt","EGY",2004,557.5939292," (kg per hectare)",7556.2," (kg per hectare)",72844998,"Africa"
"5952","Egypt","EGY",2005,672.8833398," (kg per hectare)",7536.9," (kg per hectare)",74203215,"Africa"
"5953","Egypt","EGY",2006,492.1232246," (kg per hectare)",7500.2," (kg per hectare)",75568453,"Africa"
"5954","Egypt","EGY",2007,521.7874415," (kg per hectare)",7418.5," (kg per hectare)",76941572,"Africa"
"5955","Egypt","EGY",2008,696.5931113," (kg per hectare)",7452.2," (kg per hectare)",78323298,"Africa"
"5956","Egypt","EGY",2009,502.8252427," (kg per hectare)",7158.3," (kg per hectare)",79716203,"Africa"
"5957","Egypt","EGY",2010,602.9864253," (kg per hectare)",6504.3," (kg per hectare)",81121077,"Africa"
"5958","Egypt","EGY",2011,602.8668091," (kg per hectare)",7246.3," (kg per hectare)",82536770,"Africa"
"5959","Egypt","EGY",2012,573.0697207," (kg per hectare)",7269," (kg per hectare)",83958369,"Africa"
"5960","Egypt","EGY",2013,666.7585829," (kg per hectare)",7285.3," (kg per hectare)",85378440,"Africa"
"6041","El Salvador","SLV",2002,71.64057971," (kg per hectare)",2476.9," (kg per hectare)",5988233,"Americas"
"6042","El Salvador","SLV",2003,78.18649046," (kg per hectare)",2472.5," (kg per hectare)",6008523,"Americas"
"6043","El Salvador","SLV",2004,86.69740634," (kg per hectare)",2486.1," (kg per hectare)",6028792,"Americas"
"6044","El Salvador","SLV",2005,130.6011396," (kg per hectare)",2632.7," (kg per hectare)",6050513,"Americas"
"6045","El Salvador","SLV",2006,108.7731788," (kg per hectare)",2802.9," (kg per hectare)",6074487,"Americas"
"6046","El Salvador","SLV",2007,152.6095238," (kg per hectare)",2615.2," (kg per hectare)",6100868,"Americas"
"6047","El Salvador","SLV",2008,127.8989751," (kg per hectare)",2905.3," (kg per hectare)",6129628,"Americas"
"6048","El Salvador","SLV",2009,117.3215339," (kg per hectare)",2726.9," (kg per hectare)",6160423,"Americas"
"6049","El Salvador","SLV",2010,179.3551263," (kg per hectare)",2726," (kg per hectare)",6192993,"Americas"
"6050","El Salvador","SLV",2011,186.7843705," (kg per hectare)",2492," (kg per hectare)",6227491,"Americas"
"6051","El Salvador","SLV",2012,141.7094306," (kg per hectare)",2782.2," (kg per hectare)",6264129,"Americas"
"6052","El Salvador","SLV",2013,140.8837808," (kg per hectare)",2713," (kg per hectare)",6302723,"Americas"
"6179","Eritrea","ERI",2002,6.236654804," (kg per hectare)",158.2," (kg per hectare)",3973973,"Africa"
"6180","Eritrea","ERI",2003,1.628140704," (kg per hectare)",261," (kg per hectare)",4145500,"Africa"
"6181","Eritrea","ERI",2004,0.005016722," (kg per hectare)",275.3," (kg per hectare)",4318343,"Africa"
"6182","Eritrea","ERI",2005,2.316129032," (kg per hectare)",758.2," (kg per hectare)",4486155,"Africa"
"6183","Eritrea","ERI",2006,0.01641791," (kg per hectare)",798.5," (kg per hectare)",4645837,"Africa"
"6184","Eritrea","ERI",2007,3.489552239," (kg per hectare)",938.5," (kg per hectare)",4798561,"Africa"
"6186","Eritrea","ERI",2009,2.782608696," (kg per hectare)",500.1," (kg per hectare)",5097998,"Africa"
"6187","Eritrea","ERI",2010,0.417391304," (kg per hectare)",442.3," (kg per hectare)",5253676,"Africa"
"6188","Eritrea","ERI",2011,0.82173913," (kg per hectare)",424.3," (kg per hectare)",5415280,"Africa"
"6189","Eritrea","ERI",2012,0.983608696," (kg per hectare)",453.5," (kg per hectare)",5580862,"Africa"
"6190","Eritrea","ERI",2013,1.193173913," (kg per hectare)",438.2," (kg per hectare)",5748304,"Africa"
"6248","Estonia","EST",2002,44.01401565," (kg per hectare)",2024," (kg per hectare)",1356644,"Europe"
"6249","Estonia","EST",2003,71.64954128," (kg per hectare)",1921.7," (kg per hectare)",1351955,"Europe"
"6250","Estonia","EST",2004,84.3096476," (kg per hectare)",2330.3," (kg per hectare)",1348449,"Europe"
"6251","Estonia","EST",2005,60.95133491," (kg per hectare)",2694.4," (kg per hectare)",1345857,"Europe"
"6252","Estonia","EST",2006,75.65372921," (kg per hectare)",2209.9," (kg per hectare)",1344038,"Europe"
"6253","Estonia","EST",2007,75.87185049," (kg per hectare)",3009.1," (kg per hectare)",1342873,"Europe"
"6254","Estonia","EST",2008,100.3629977," (kg per hectare)",2792.8," (kg per hectare)",1342145,"Europe"
"6255","Estonia","EST",2009,69.41314554," (kg per hectare)",2760.5," (kg per hectare)",1341629,"Europe"
"6256","Estonia","EST",2010,68.38914729," (kg per hectare)",2464.2," (kg per hectare)",1341140,"Europe"
"6257","Estonia","EST",2011,71.51802657," (kg per hectare)",2598.9," (kg per hectare)",1340537,"Europe"
"6258","Estonia","EST",2012,81.07010475," (kg per hectare)",3412," (kg per hectare)",1339762,"Europe"
"6259","Estonia","EST",2013,83.12450562," (kg per hectare)",3135.6," (kg per hectare)",1338832,"Europe"
"6317","Ethiopia","ETH",2002,17.01248351," (kg per hectare)",1353.7," (kg per hectare)",69040669,"Africa"
"6318","Ethiopia","ETH",2003,5.702324305," (kg per hectare)",1123.3," (kg per hectare)",70784012,"Africa"
"6319","Ethiopia","ETH",2004,10.30928502," (kg per hectare)",1162.6," (kg per hectare)",72526620,"Africa"
"6320","Ethiopia","ETH",2005,10.90251891," (kg per hectare)",1361.4," (kg per hectare)",74263861,"Africa"
"6321","Ethiopia","ETH",2006,11.13100926," (kg per hectare)",1563.3," (kg per hectare)",75993403,"Africa"
"6322","Ethiopia","ETH",2007,16.03989172," (kg per hectare)",1439," (kg per hectare)",77718436,"Africa"
"6323","Ethiopia","ETH",2008,17.20020579," (kg per hectare)",1446.3," (kg per hectare)",79446419,"Africa"
"6324","Ethiopia","ETH",2009,17.66231718," (kg per hectare)",1682.5," (kg per hectare)",81187751,"Africa"
"6325","Ethiopia","ETH",2010,21.84709921," (kg per hectare)",1832.8," (kg per hectare)",82949541,"Africa"
"6326","Ethiopia","ETH",2011,20.81905063," (kg per hectare)",1961.6," (kg per hectare)",84734262,"Africa"
"6327","Ethiopia","ETH",2012,30.58634889," (kg per hectare)",2046.8," (kg per hectare)",86538534,"Africa"
"6328","Ethiopia","ETH",2013,18.68426549," (kg per hectare)",2193.1," (kg per hectare)",88356373,"Africa"
"6742","Fiji","FJI",2002,71.48235294," (kg per hectare)",2373.5," (kg per hectare)",816336,"Oceania"
"6743","Fiji","FJI",2003,19.25294118," (kg per hectare)",2331.4," (kg per hectare)",817339,"Oceania"
"6744","Fiji","FJI",2004,45.28823529," (kg per hectare)",2352.9," (kg per hectare)",819102,"Oceania"
"6745","Fiji","FJI",2005,39.17647059," (kg per hectare)",2341.9," (kg per hectare)",822553,"Oceania"
"6746","Fiji","FJI",2006,25.12352941," (kg per hectare)",2283.6," (kg per hectare)",828046,"Oceania"
"6747","Fiji","FJI",2007,23.9408284," (kg per hectare)",2652.4," (kg per hectare)",835267,"Oceania"
"6748","Fiji","FJI",2008,41.12426036," (kg per hectare)",2266.1," (kg per hectare)",843651,"Oceania"
"6749","Fiji","FJI",2009,21.80787589," (kg per hectare)",2819," (kg per hectare)",852323,"Oceania"
"6750","Fiji","FJI",2010,16.35151515," (kg per hectare)",2823.9," (kg per hectare)",860623,"Oceania"
"6751","Fiji","FJI",2011,35.48484848," (kg per hectare)",2821.2," (kg per hectare)",868406,"Oceania"
"6752","Fiji","FJI",2012,28.92824242," (kg per hectare)",2423.3," (kg per hectare)",875822,"Oceania"
"6753","Fiji","FJI",2013,33.92957576," (kg per hectare)",2999.5," (kg per hectare)",882863,"Oceania"
"6941","Finland","FIN",2002,136.1425786," (kg per hectare)",3295," (kg per hectare)",5197305,"Europe"
"6942","Finland","FIN",2003,118.3860331," (kg per hectare)",3178," (kg per hectare)",5210595,"Europe"
"6943","Finland","FIN",2004,132.7455307," (kg per hectare)",3210.6," (kg per hectare)",5226067,"Europe"
"6944","Finland","FIN",2005,134.2173038," (kg per hectare)",3422.9," (kg per hectare)",5244342,"Europe"
"6945","Finland","FIN",2006,134.4954656," (kg per hectare)",3293.8," (kg per hectare)",5265936,"Europe"
"6946","Finland","FIN",2007,123.5029025," (kg per hectare)",3654.7," (kg per hectare)",5290431,"Europe"
"6947","Finland","FIN",2008,130.5807623," (kg per hectare)",3542.3," (kg per hectare)",5316334,"Europe"
"6948","Finland","FIN",2009,107.9838817," (kg per hectare)",3760.4," (kg per hectare)",5341546,"Europe"
"6949","Finland","FIN",2010,124.079741," (kg per hectare)",3135.6," (kg per hectare)",5364546,"Europe"
"6950","Finland","FIN",2011,80.23194846," (kg per hectare)",3521.7," (kg per hectare)",5384770,"Europe"
"6951","Finland","FIN",2012,80.28189053," (kg per hectare)",3533.7," (kg per hectare)",5402627,"Europe"
"6952","Finland","FIN",2013,80.85607662," (kg per hectare)",3689.5," (kg per hectare)",5418763,"Europe"
"7196","France","FRA",2002,211.2837819," (kg per hectare)",7453," (kg per hectare)",59774531,"Europe"
"7197","France","FRA",2003,223.3639157," (kg per hectare)",6125.3," (kg per hectare)",60183884,"Europe"
"7198","France","FRA",2004,212.1080139," (kg per hectare)",7518.7," (kg per hectare)",60596691,"Europe"
"7199","France","FRA",2005,192.4625631," (kg per hectare)",6965.4," (kg per hectare)",60996506,"Europe"
"7200","France","FRA",2006,190.3825727," (kg per hectare)",6800.5," (kg per hectare)",61378065,"Europe"
"7201","France","FRA",2007,209.3381895," (kg per hectare)",6520.6," (kg per hectare)",61744596,"Europe"
"7202","France","FRA",2008,152.4465342," (kg per hectare)",7252.8," (kg per hectare)",62098413,"Europe"
"7203","France","FRA",2009,120.563425," (kg per hectare)",7412.4," (kg per hectare)",62444770,"Europe"
"7204","France","FRA",2010,150.5379576," (kg per hectare)",7068.6," (kg per hectare)",62787427,"Europe"
"7205","France","FRA",2011,141.2993039," (kg per hectare)",6919.3," (kg per hectare)",63125894,"Europe"
"7206","France","FRA",2012,160.7863054," (kg per hectare)",7254.5," (kg per hectare)",63457777,"Europe"
"7207","France","FRA",2013,172.2407775," (kg per hectare)",7084.8," (kg per hectare)",63782963,"Europe"
"7406","Gabon","GAB",2002,5.578461538," (kg per hectare)",1449.2," (kg per hectare)",1290532,"Africa"
"7407","Gabon","GAB",2003,3.612307692," (kg per hectare)",1547," (kg per hectare)",1317484,"Africa"
"7408","Gabon","GAB",2004,5.107692308," (kg per hectare)",1565," (kg per hectare)",1344171,"Africa"
"7409","Gabon","GAB",2005,8.344615385," (kg per hectare)",1573.5," (kg per hectare)",1370729,"Africa"
"7410","Gabon","GAB",2006,8.458461538," (kg per hectare)",1579.9," (kg per hectare)",1397192,"Africa"
"7411","Gabon","GAB",2007,9.058461538," (kg per hectare)",1667," (kg per hectare)",1423637,"Africa"
"7412","Gabon","GAB",2008,10.51692308," (kg per hectare)",1609.7," (kg per hectare)",1450310,"Africa"
"7413","Gabon","GAB",2009,12.02153846," (kg per hectare)",1592.4," (kg per hectare)",1477514,"Africa"
"7414","Gabon","GAB",2010,3.16," (kg per hectare)",1598.8," (kg per hectare)",1505463,"Africa"
"7415","Gabon","GAB",2011,5.649230769," (kg per hectare)",1599.8," (kg per hectare)",1534262,"Africa"
"7416","Gabon","GAB",2012,10.08818462," (kg per hectare)",1604.2," (kg per hectare)",1563873,"Africa"
"7417","Gabon","GAB",2013,10.1628," (kg per hectare)",1603.9," (kg per hectare)",1594205,"Africa"
"7476","Gambia","GMB",2003,9.403333333," (kg per hectare)",1199.1," (kg per hectare)",1417818,"Africa"
"7477","Gambia","GMB",2004,8.090322581," (kg per hectare)",1170.8," (kg per hectare)",1460493,"Africa"
"7478","Gambia","GMB",2005,9.756923077," (kg per hectare)",1040.3," (kg per hectare)",1503678,"Africa"
"7479","Gambia","GMB",2006,10.82593857," (kg per hectare)",1026.4," (kg per hectare)",1547259,"Africa"
"7480","Gambia","GMB",2007,8.97689769," (kg per hectare)",800.3," (kg per hectare)",1591357,"Africa"
"7481","Gambia","GMB",2008,4.260752688," (kg per hectare)",977.3," (kg per hectare)",1636107,"Africa"
"7482","Gambia","GMB",2009,6.343457944," (kg per hectare)",1051.8," (kg per hectare)",1681734,"Africa"
"7483","Gambia","GMB",2010,7.3," (kg per hectare)",1129.4," (kg per hectare)",1728394,"Africa"
"7484","Gambia","GMB",2011,10.27555556," (kg per hectare)",868.5," (kg per hectare)",1776103,"Africa"
"7485","Gambia","GMB",2012,2.641," (kg per hectare)",910.3," (kg per hectare)",1824777,"Africa"
"7486","Gambia","GMB",2013,0.425363636," (kg per hectare)",960," (kg per hectare)",1874360,"Africa"
"7544","Georgia","GEO",2002,33.04130163," (kg per hectare)",1860.1," (kg per hectare)",4626034,"Asia"
"7545","Georgia","GEO",2003,14.36907731," (kg per hectare)",2136.9," (kg per hectare)",4569880,"Asia"
"7546","Georgia","GEO",2004,31.46681416," (kg per hectare)",2003.4," (kg per hectare)",4519607,"Asia"
"7547","Georgia","GEO",2005,53.28723404," (kg per hectare)",2011.6," (kg per hectare)",4477006,"Asia"
"7548","Georgia","GEO",2006,47.52813853," (kg per hectare)",1583.8," (kg per hectare)",4442825,"Asia"
"7549","Georgia","GEO",2007,41.33909287," (kg per hectare)",2114.5," (kg per hectare)",4415956,"Asia"
"7550","Georgia","GEO",2008,37.53159041," (kg per hectare)",2090.3," (kg per hectare)",4394018,"Asia"
"7551","Georgia","GEO",2009,43.24666667," (kg per hectare)",1907.7," (kg per hectare)",4373630,"Asia"
"7552","Georgia","GEO",2010,33.65301205," (kg per hectare)",1271.4," (kg per hectare)",4352244,"Asia"
"7553","Georgia","GEO",2011,114.4607356," (kg per hectare)",2201.3," (kg per hectare)",4329026,"Asia"
"7554","Georgia","GEO",2012,133.4287," (kg per hectare)",2186.4," (kg per hectare)",4304363,"Asia"
"7555","Georgia","GEO",2013,160.7985809," (kg per hectare)",2200.6," (kg per hectare)",4278410,"Asia"
"7743","Germany","DEU",2002,220.0740395," (kg per hectare)",6251.5," (kg per hectare)",82432026,"Europe"
"7744","Germany","DEU",2003,219.6980638," (kg per hectare)",5764.5," (kg per hectare)",82484111,"Europe"
"7745","Germany","DEU",2004,215.1258195," (kg per hectare)",7355.3," (kg per hectare)",82524343,"Europe"
"7746","Germany","DEU",2005,208.7570565," (kg per hectare)",6723.2," (kg per hectare)",82540739,"Europe"
"7747","Germany","DEU",2006,194.4190123," (kg per hectare)",6486.6," (kg per hectare)",82536138,"Europe"
"7748","Germany","DEU",2007,221.871769," (kg per hectare)",6182.9," (kg per hectare)",82516297,"Europe"
"7749","Germany","DEU",2008,159.5827187," (kg per hectare)",7118.8," (kg per hectare)",82475271,"Europe"
"7750","Germany","DEU",2009,181.4143993," (kg per hectare)",7201.4," (kg per hectare)",82405365,"Europe"
"7751","Germany","DEU",2010,211.5968259," (kg per hectare)",6685.2," (kg per hectare)",82302465,"Europe"
"7752","Germany","DEU",2011,191.4869895," (kg per hectare)",6458.3," (kg per hectare)",82162512,"Europe"
"7753","Germany","DEU",2012,198.9215819," (kg per hectare)",6964.9," (kg per hectare)",81990837,"Europe"
"7754","Germany","DEU",2013,203.470613," (kg per hectare)",7318," (kg per hectare)",81804228,"Europe"
"7814","Ghana","GHA",2002,3.745515427," (kg per hectare)",1349," (kg per hectare)",20114361,"Africa"
"7815","Ghana","GHA",2003,6.838948626," (kg per hectare)",1396.4," (kg per hectare)",20610897,"Africa"
"7816","Ghana","GHA",2004,13.2005," (kg per hectare)",1373.3," (kg per hectare)",21119911,"Africa"
"7817","Ghana","GHA",2005,5.99875," (kg per hectare)",1432.3," (kg per hectare)",21639806,"Africa"
"7818","Ghana","GHA",2006,20.0597619," (kg per hectare)",1334.5," (kg per hectare)",22170556,"Africa"
"7819","Ghana","GHA",2007,17.76," (kg per hectare)",1317," (kg per hectare)",22712403,"Africa"
"7820","Ghana","GHA",2008,14.54955556," (kg per hectare)",1598.1," (kg per hectare)",23264176,"Africa"
"7821","Ghana","GHA",2009,18.97956522," (kg per hectare)",1659.8," (kg per hectare)",23824402,"Africa"
"7822","Ghana","GHA",2010,18.70021645," (kg per hectare)",1814.3," (kg per hectare)",24391823,"Africa"
"7823","Ghana","GHA",2011,13.23050847," (kg per hectare)",1594.2," (kg per hectare)",24965816,"Africa"
"7824","Ghana","GHA",2012,34.75765957," (kg per hectare)",1768.1," (kg per hectare)",25545939,"Africa"
"7825","Ghana","GHA",2013,25.25914894," (kg per hectare)",1688.8," (kg per hectare)",26131336,"Africa"
"8079","Greece","GRC",2002,156.3768863," (kg per hectare)",3747.3," (kg per hectare)",11073334,"Europe"
"8080","Greece","GRC",2003,162.0903392," (kg per hectare)",3693.7," (kg per hectare)",11111072,"Europe"
"8081","Greece","GRC",2004,176.4176493," (kg per hectare)",4017.7," (kg per hectare)",11147261,"Europe"
"8082","Greece","GRC",2005,143.0409246," (kg per hectare)",4050.1," (kg per hectare)",11183114,"Europe"
"8083","Greece","GRC",2006,124.629257," (kg per hectare)",3918.9," (kg per hectare)",11219300,"Europe"
"8084","Greece","GRC",2007,96.90338917," (kg per hectare)",3930.3," (kg per hectare)",11255717,"Europe"
"8085","Greece","GRC",2008,119.0477308," (kg per hectare)",4516.3," (kg per hectare)",11291807,"Europe"
"8086","Greece","GRC",2009,63.0961916," (kg per hectare)",4266.2," (kg per hectare)",11326596,"Europe"
"8087","Greece","GRC",2010,122.4959096," (kg per hectare)",4064.9," (kg per hectare)",11359346,"Europe"
"8088","Greece","GRC",2011,159.7076803," (kg per hectare)",4344.1," (kg per hectare)",11390031,"Europe"
"8089","Greece","GRC",2012,109.4488189," (kg per hectare)",4206.7," (kg per hectare)",11418878,"Europe"
"8090","Greece","GRC",2013,117.4662675," (kg per hectare)",4393.3," (kg per hectare)",11445691,"Europe"
"8487","Guatemala","GTM",2002,99.79017544," (kg per hectare)",2017.2," (kg per hectare)",11800351,"Americas"
"8488","Guatemala","GTM",2003,91.67182663," (kg per hectare)",2053.7," (kg per hectare)",12098576,"Americas"
"8489","Guatemala","GTM",2004,124.94625," (kg per hectare)",2117.1," (kg per hectare)",12404764,"Americas"
"8490","Guatemala","GTM",2005,141.6907143," (kg per hectare)",2311.9," (kg per hectare)",12717154,"Americas"
"8491","Guatemala","GTM",2006,136.0438247," (kg per hectare)",2514.1," (kg per hectare)",13034904,"Americas"
"8492","Guatemala","GTM",2007,123.7734772," (kg per hectare)",2305.8," (kg per hectare)",13358842,"Americas"
"8493","Guatemala","GTM",2008,92.00528302," (kg per hectare)",2010.6," (kg per hectare)",13690846,"Americas"
"8494","Guatemala","GTM",2009,127.0685579," (kg per hectare)",1983.3," (kg per hectare)",14033623,"Americas"
"8495","Guatemala","GTM",2010,189.1495552," (kg per hectare)",1996.6," (kg per hectare)",14388929,"Americas"
"8496","Guatemala","GTM",2011,223.1694385," (kg per hectare)",2000.4," (kg per hectare)",14757316,"Americas"
"8497","Guatemala","GTM",2012,267.1277034," (kg per hectare)",2036.7," (kg per hectare)",15137569,"Americas"
"8498","Guatemala","GTM",2013,284.6917922," (kg per hectare)",2082.4," (kg per hectare)",15527502,"Americas"
"8617","Guinea","GIN",2002,1.0041841," (kg per hectare)",1487.2," (kg per hectare)",8604936,"Africa"
"8618","Guinea","GIN",2003,0.793939394," (kg per hectare)",1484.8," (kg per hectare)",8743954,"Africa"
"8619","Guinea","GIN",2004,1.030196078," (kg per hectare)",1491.3," (kg per hectare)",8889321,"Africa"
"8620","Guinea","GIN",2005,0.919737322," (kg per hectare)",1495.6," (kg per hectare)",9041448,"Africa"
"8621","Guinea","GIN",2006,0.883636364," (kg per hectare)",1502," (kg per hectare)",9201941,"Africa"
"8622","Guinea","GIN",2007,1.213571429," (kg per hectare)",1514," (kg per hectare)",9373619,"Africa"
"8623","Guinea","GIN",2008,1.29754386," (kg per hectare)",1464.6," (kg per hectare)",9559110,"Africa"
"8624","Guinea","GIN",2009,0.634035088," (kg per hectare)",1483.9," (kg per hectare)",9761217,"Africa"
"8625","Guinea","GIN",2010,0.932758621," (kg per hectare)",1184.1," (kg per hectare)",9981590,"Africa"
"8626","Guinea","GIN",2011,3.583103448," (kg per hectare)",1225.1," (kg per hectare)",10221808,"Africa"
"8627","Guinea","GIN",2012,2.931833333," (kg per hectare)",1151.2," (kg per hectare)",10480710,"Africa"
"8628","Guinea","GIN",2013,2.868067742," (kg per hectare)",1188.4," (kg per hectare)",10753680,"Africa"
